Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	Topological domain	Transmembrane	Subcellular location [CC]	Helix	Turn	Beta strand	RefSeq	BioGRID	STRING	Intramembrane
Q91ZM8	reviewed	CABP7_MOUSE	Calcium-binding protein 7 (CaBP7) (Calneuron II) (Calneuron-2)	Cabp7 Caln2	Mus musculus (Mouse)	215		TOPO_DOM 1..188; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 210..215; /note="Extracellular"; /evidence="ECO:0000255"	TRANSMEM 189..209; /note="Helical; Anchor for type IV membrane protein"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Cell membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}.				NP_620398.1;		10090.ENSMUSP00000009219;	
Q94AZ4	reviewed	CML13_ARATH	Probable calcium-binding protein CML13 (Calmodulin-like protein 13)	CML13 At1g12310 F5O11.2 F5O11.35	Arabidopsis thaliana (Mouse-ear cress)	148								NP_172695.1;	23025;	3702.AT1G12310.1;	
Q95NR9	reviewed	CALM_METSE	Calmodulin (CaM)		Metridium senile (Brown sea anemone) (Frilled sea anemone)	149											
Q9BLG0	reviewed	TNNC_TODPA	Troponin C (TN-C)		Todarodes pacificus (Japanese flying squid) (Ommastrephes pacificus)	148											
Q9BUA6	reviewed	MYL10_HUMAN	Myosin regulatory light chain 10 (Myosin light chain 2, lymphocyte-specific) (Precursor lymphocyte-specific regulatory light chain)	MYL10 MYLC2PL PLRLC	Homo sapiens (Human)	226								NP_612412.2;	125022;	9606.ENSP00000223167;	
Q9BUY7	reviewed	EFC11_HUMAN	EF-hand calcium-binding domain-containing protein 11	EFCAB11 C14orf143	Homo sapiens (Human)	163								NP_001271195.1 [Q9BUY7-5];NP_001271196.1 [Q9BUY7-6];NP_001271197.1 [Q9BUY7-3];NP_001271198.1 [Q9BUY7-2];NP_660274.1 [Q9BUY7-1];	124670;	9606.ENSP00000326267;	
Q9CTY5	reviewed	MICU3_MOUSE	Calcium uptake protein 3, mitochondrial (EF-hand domain-containing family member A2)	Micu3 Efha2	Mus musculus (Mouse)	523	TISSUE SPECIFICITY: Predominantly expressed in skeletal muscle and central nervous system. {ECO:0000269|PubMed:23409044}.		TRANSMEM 66..82; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.				NP_084386.1;	219445;	10090.ENSMUSP00000070241;	
Q9D5U0	reviewed	PCT2B_MOUSE	Lysophosphatidylcholine acyltransferase 2B (EC 2.3.1.-) (Acyltransferase-like 1-B)	Lpcat2b Aytl1b	Mus musculus (Mouse)	516			TRANSMEM 44..64; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 68..88; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 102..122; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.				NP_081875.1;		10090.ENSMUSP00000127318;	
Q9ESB5	reviewed	NECA1_RAT	N-terminal EF-hand calcium-binding protein 1 (EF-hand calcium-binding protein 1) (Neuronal calcium-binding protein 1) (Synaptotagmin-interacting protein 1) (Stip-1)	Necab1 Efcbp1 Stip	Rattus norvegicus (Rat)	352				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.				NP_071638.1;		10116.ENSRNOP00000009718;	
Q9FDX6	reviewed	CP1_ARATH	Calcium-binding protein CP1 (NaCl-inducible Ca2+-binding protein) (AtCP1)	CP1 ACP1 At5g49480 K6M13.2	Arabidopsis thaliana (Mouse-ear cress)	160	TISSUE SPECIFICITY: Expressed in roots and flowers. {ECO:0000269|PubMed:9678579}.			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:9678579}.				NP_199759.1;		3702.AT5G49480.1;	
Q9FYK2	reviewed	CML25_ARATH	Probable calcium-binding protein CML25 (Calmodulin-like protein 25)	CML25 At1g24620 F21J9.28	Arabidopsis thaliana (Mouse-ear cress)	186								NP_173866.1;		3702.AT1G24620.1;	
Q9HAE3	reviewed	CLXN_HUMAN	Calaxin (EF-hand calcium-binding domain-containing protein 1)	CLXN EFCAB1	Homo sapiens (Human)	211				SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:Q96M63}.				NP_001136329.1 [Q9HAE3-2];NP_078869.1 [Q9HAE3-1];XP_005251360.1 [Q9HAE3-1];XP_011515891.1 [Q9HAE3-1];	122773;	9606.ENSP00000262103;	
Q9HGL2	reviewed	YHLA_SCHPO	Uncharacterized calcium-binding protein C800.10c	SPBC800.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1116				SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16823372}.				NP_595112.1;	277342;	4896.SPBC800.10c.1;	
Q9JLK3	reviewed	CABP5_MOUSE	Calcium-binding protein 5 (CaBP5)	Cabp5	Mus musculus (Mouse)	173	TISSUE SPECIFICITY: Expressed in inner and outer plexiform layers of the retina, and retinal bipolar cells (at protein level) (PubMed:17947313, PubMed:18586882, PubMed:22039235). Expressed in the inner hair cells (IHC) of the cochlea (PubMed:17947313, PubMed:18586882). {ECO:0000269|PubMed:17947313, ECO:0000269|PubMed:18586882, ECO:0000269|PubMed:22039235}.			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9NP86}.				NP_038905.1;		10090.ENSMUSP00000005791;	
Q9JM83	reviewed	CALM4_MOUSE	Calmodulin-4 (Calcium-binding protein Dd112)	Calm4 Dd112	Mus musculus (Mouse)	148								NP_064420.2;		10090.ENSMUSP00000041636;	
Q9LSQ6	reviewed	PBP1_ARATH	Calcium-binding protein PBP1 (KIC-related protein 2) (PINOID-binding protein 1)	PBP1 KRP2 At5g54490 F24B18.11	Arabidopsis thaliana (Mouse-ear cress)	127								NP_200260.1;	20781;	3702.AT5G54490.1;	
Q9M7R0	reviewed	ALL8_OLEEU	Calcium-binding allergen Ole e 8 (PCA18/PCA23) (allergen Ole e 8)		Olea europaea (Common olive)	171	TISSUE SPECIFICITY: Expressed in pollen. {ECO:0000269|PubMed:10648840}.										
Q9MA88	reviewed	MIRO3_ARATH	Mitochondrial Rho GTPase 3 (AtMIRO3) (EC 3.6.5.-) (Miro-related GTPase 3)	MIRO3 At3g05310 T12H1.28	Arabidopsis thaliana (Mouse-ear cress)	648	TISSUE SPECIFICITY: Expressed at very low levels in roots, leaves, stems, flowers and siliques. {ECO:0000269|PubMed:18344283}.	TOPO_DOM 1..621; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 645..648; /note="Mitochondrial intermembrane"; /evidence="ECO:0000305"	TRANSMEM 622..644; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q8RXF8}; Single-pass type IV membrane protein {ECO:0000305}.				NP_187182.1;		3702.AT3G05310.1;	
Q9N1Q8	reviewed	CABP5_BOVIN	Calcium-binding protein 5 (CaBP5)	CABP5	Bos taurus (Bovine)	173	TISSUE SPECIFICITY: Expressed in the retina (at protein level). {ECO:0000269|PubMed:22039235}.			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9NP86}.				NP_777153.1;		9913.ENSBTAP00000021449;	
Q9N1Q9	reviewed	CABP2_BOVIN	Calcium-binding protein 2 (CaBP2)	CABP2	Bos taurus (Bovine)	163				SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000250}. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus {ECO:0000250}.				NP_776680.1;		9913.ENSBTAP00000029967;	
Q9SRE7	reviewed	CML39_ARATH	Calcium-binding protein CML39 (Calmodulin-like protein 39)	CML39 At1g76640 F28O16.1	Arabidopsis thaliana (Mouse-ear cress)	159	TISSUE SPECIFICITY: Expressed in the zones of elongation and differentiation in seedling roots and at the root-hypocotyl junction. Expressed from stage 12 of flower development in anthers, specifically in pollen. {ECO:0000269|PubMed:17579812}.							NP_177790.1;		3702.AT1G76640.1;	
Q9SU00	reviewed	CML2_ARATH	Calmodulin-like protein 2 (Protein UNFERTILIZED EMBRYO SAC 14)	CML2 UNE14 At4g12860 T20K18.210	Arabidopsis thaliana (Mouse-ear cress)	152								NP_193022.1;		3702.AT4G12860.1;	
Q9TV56	reviewed	S10A4_CANLF	Protein S100-A4 (Metastasin) (S100 calcium-binding protein A4)	S100A4 MTS1	Canis lupus familiaris (Dog) (Canis familiaris)	101				SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P26447}. Nucleus {ECO:0000250|UniProtKB:P26447}. Cytoplasm {ECO:0000250|UniProtKB:P07091}.				NP_001003161.1;XP_005622283.1;		9612.ENSCAFP00000025862;	
A0A1B0GWK0	reviewed	PVLEF_HUMAN	Parvalbumin-like EF-hand-containing protein	PVALEF	Homo sapiens (Human)	134											
A0JP43	reviewed	EFCB5_MOUSE	EF-hand calcium-binding domain-containing protein 5	Efcab5	Mus musculus (Mouse)	1406								NP_795939.2 [A0JP43-1];		10090.ENSMUSP00000104037;	
A0JP75	reviewed	EFC4A_XENTR	EF-hand calcium-binding domain-containing protein 4A (Calcium release-activated channel regulator 2B)	cracr2b efcab4a	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	256								NP_001090650.1;		8364.ENSXETP00000041262;	
A0T2M3	reviewed	POLC4_HESAR	Polcalcin Cup a 4 (Calcium-binding pollen allergen Cup a 4) (allergen Cup a 4)		Hesperocyparis arizonica (Arizona cypress) (Cupressus arizonica)	165	TISSUE SPECIFICITY: Expressed in mature pollen grains. {ECO:0000269|PubMed:20869950}.										
A2WNH1	reviewed	CALM3_ORYSI	Calmodulin-3 (CaM-3)	CAM3 OsI_001364	Oryza sativa subsp. indica (Rice)	149										39946.A2WNH1;	
A2Y609	reviewed	CALM2_ORYSI	Calmodulin-2 (CaM-2)	CAM2 CAM OsI_019752	Oryza sativa subsp. indica (Rice)	149										39946.A2Y609;	
A3E3H0	reviewed	CALM_PFIPI	Calmodulin (CaM)		Pfiesteria piscicida (Dinoflagellate)	149											
A3E4D8	reviewed	CALM_PROMN	Calmodulin (CaM)		Prorocentrum minimum (Dinoflagellate) (Exuviaella minima)	149											
A3E4F9	reviewed	CALM_KARVE	Calmodulin (CaM)		Karlodinium veneficum (Dinoflagellate) (Karlodinium micrum)	149											
A4UHC0	reviewed	CALM_ALEFU	Calmodulin (CaM)		Alexandrium fundyense (Dinoflagellate)	149											
A7K6Y8	reviewed	S115A_GORGO	Protein S100-A15A (S100 calcium-binding protein A15A)	S100A15A	Gorilla gorilla gorilla (Western lowland gorilla)	108										9593.ENSGGOP00000024236;	
A7K6Y9	reviewed	S115A_PONAB	Protein S100-A15A (S100 calcium-binding protein A15A)	S100A15A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	108								NP_001129008.1;		9601.ENSPPYP00000000950;	
A8CEP3	reviewed	CALM_SACJA	Calmodulin (CaM)	cam	Saccharina japonica (Sweet kelp) (Laminaria japonica)	149											
A8I1Q0	reviewed	CALM_HETTR	Calmodulin (CaM)		Heterocapsa triquetra (Dinoflagellate) (Glenodinium triquetrum)	149											
A9JTH1	reviewed	NCLDA_DANRE	Neurocalcin-delta A	ncalda zgc:175182	Danio rerio (Zebrafish) (Brachydanio rerio)	193								NP_001107882.1;		7955.ENSDARP00000094833;	
B3A0Q5	reviewed	EFCB1_LOTGI	EF-hand calcium-binding domain-containing protein 1		Lottia gigantea (Giant owl limpet)	224	TISSUE SPECIFICITY: Component of the acid-soluble organic matrix of calcified layers of the shell (at protein level). {ECO:0000269|PubMed:23145877}.			SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:23145877}.				XP_009046539.1;			
B3A0R9	reviewed	EFCB2_LOTGI	EF-hand calcium-binding domain-containing protein 2		Lottia gigantea (Giant owl limpet)	119	TISSUE SPECIFICITY: Component of the acid-soluble organic matrix of calcified layers of the shell (at protein level). {ECO:0000269|PubMed:23145877}.			SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:23145877}.				XP_009051062.1;			
B3DLU1	reviewed	NCALD_XENTR	Neurocalcin-delta	ncald	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	193								NP_001123413.1;		8364.ENSXETP00000014533;	
B3VSB7	reviewed	HPCL1_SHEEP	Hippocalcin-like protein 1	HPCAL1	Ovis aries (Sheep)	193				SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P37235}; Lipid-anchor {ECO:0000250|UniProtKB:P37235}.				NP_001127778.1;		9940.ENSOARP00000016537;	
B5FZ84	reviewed	HPCL1_TAEGU	Hippocalcin-like protein 1	HPCAL1	Taeniopygia guttata (Zebra finch) (Poephila guttata)	193								NP_001157825.1;XP_012428220.1;XP_012428221.1;XP_012428222.1;XP_012428223.1;			
B7SNI3	reviewed	MLR_PENVA	Myosin regulatory light chain 2 (MLC-2) (Allergen Lit v 3) (Myosin light chain) (MLC) (allergen Lit v 3.0101)	C7M84_013542	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	177	TISSUE SPECIFICITY: Expressed in tail muscle (at protein level). {ECO:0000269|PubMed:18760458}.									6689.B7SNI3;	
C7A278	reviewed	CIB4_SHEEP	Calcium and integrin-binding family member 4	CIB4	Ovis aries (Sheep)	185	TISSUE SPECIFICITY: Isoform 1 and isoform 2 are expressed in testis. {ECO:0000269|PubMed:18989754, ECO:0000269|PubMed:20236775}.							NP_001158185.1 [C7A278-1];		9940.ENSOARP00000020365;	
C7A639	reviewed	SCPA_PENVA	Sarcoplasmic calcium-binding protein, alpha chain (SCP alpha chain) (Allergen Lit v 4) (allergen Lit v 4.0101)		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	193	TISSUE SPECIFICITY: Expressed in tail muscle (at protein level). {ECO:0000269|PubMed:19523674}.										
D2DGW3	reviewed	TNNC_TYRPU	Troponin C (Allergen Tyr p 24) (allergen Tyr p 24.0101)		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	153											
O00897	reviewed	CALML_DICDI	Calmodulin-like protein	calB DDB_G0269104	Dictyostelium discoideum (Social amoeba)	149				SUBCELLULAR LOCATION: Contractile vacuole {ECO:0000250}.				XP_646060.1;		44689.DDB0191193;	
O01305	reviewed	CAVP_BRAFL	Calcium vector protein (CAVP)		Branchiostoma floridae (Florida lancelet) (Amphioxus)	162				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.						7739.XP_002598456.1;	
O02367	reviewed	CALM_CIOIN	Calmodulin (CaM) (Ci-CaM)		Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	149								NP_001027633.1;		7719.NP_001027633.1;	
O35508	reviewed	ONCO_CAVPO	Oncomodulin (OM) (CBP-15) (Parvalbumin beta)	OCM	Cavia porcellus (Guinea pig)	109	TISSUE SPECIFICITY: Abundant in the organ of Corti.							NP_001166459.1;		10141.ENSCPOP00000010715;	
O43048	reviewed	YH51_SCHPO	TBC domain-containing protein C215.01	SPBC215.01 SPBC3B9.20	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	834				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16823372}. Note=Localizes also to the barrier septum.				NP_596678.2;	277062;	4896.SPBC215.01.1;	
O60041	reviewed	CALM_KLULC	Calmodulin (CaM)	CMD1 KLLA0B09427g	Kluyveromyces lactis (Yeast) (Candida sphaerica)	147					HELIX 7..20; /evidence="ECO:0007829|PDB:4DS7"; HELIX 30..39; /evidence="ECO:0007829|PDB:4DS7"; HELIX 46..56; /evidence="ECO:0007829|PDB:4DS7"; HELIX 66..78; /evidence="ECO:0007829|PDB:4DS7"; HELIX 80..93; /evidence="ECO:0007829|PDB:4DS7"; HELIX 103..112; /evidence="ECO:0007829|PDB:4DS7"; HELIX 119..129; /evidence="ECO:0007829|PDB:4DS7"; HELIX 138..144; /evidence="ECO:0007829|PDB:4DS7"		STRAND 25..29; /evidence="ECO:0007829|PDB:4DS7"; STRAND 60..65; /evidence="ECO:0007829|PDB:4DS7"; STRAND 98..101; /evidence="ECO:0007829|PDB:4DS7"; STRAND 130..132; /evidence="ECO:0007829|PDB:4DS7"; STRAND 134..137; /evidence="ECO:0007829|PDB:4DS7"	XP_451949.1;		28985.XP_451949.1;	
O64943	reviewed	POLC2_JUNOX	Polcalcin Jun o 2 (Calcium-binding pollen allergen Jun o 2) (allergen Jun o 2)		Juniperus oxycedrus (Prickly juniper)	165											
O73762	reviewed	GUC1B_LITPI	Guanylyl cyclase-activating protein 2 (GCAP 2) (Guanylate cyclase activator 1B)	GUCA1B GCAP2	Lithobates pipiens (Northern leopard frog) (Rana pipiens)	197	TISSUE SPECIFICITY: Low expression in retina.										
O74903	reviewed	YCS3_SCHPO	Uncharacterized calcium-binding protein C613.03	SPCC613.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	189				SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:16823372}. Golgi apparatus lumen {ECO:0000269|PubMed:16823372}.				NP_587691.1;	275967;	4896.SPCC613.03.1;	
O81092	reviewed	ALL3_OLEEU	Polcalcin Ole e 3 (Calcium-binding pollen allergen Ole e 3) (allergen Ole e 3)	OLE3	Olea europaea (Common olive)	84	TISSUE SPECIFICITY: Expressed exclusively in mature pollen. {ECO:0000269|Ref.2}.			SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|Ref.2}.							
O81701	reviewed	POLC4_ALNGL	Polcalcin Aln g 4 (Calcium-binding pollen allergen Aln g 4) (allergen Aln g 4)		Alnus glutinosa (European alder) (Betula alnus var. glutinosa)	85											
O82018	reviewed	CALM_MOUSC	Calmodulin (CaM)		Mougeotia scalaris (Green alga) (Sphaerocarpus scalaris)	149											
O93434	reviewed	RCN1_TAKRU	Reticulocalbin-1	rcn1	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	322				SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.						31033.ENSTRUP00000016600;	
O94739	reviewed	CALM_PLEOS	Calmodulin (CaM)	CMD1	Pleurotus ostreatus (Oyster mushroom) (White-rot fungus)	149											
O96081	reviewed	CALMB_HALRO	Calmodulin-B (CaM B)		Halocynthia roretzi (Sea squirt) (Cynthia roretzi)	149											
O96102	reviewed	CALM_PHYPO	Calmodulin (CaM)		Physarum polycephalum (Slime mold)	149											
O97341	reviewed	CALM_SUBDO	Calmodulin (CaM)		Suberites domuncula (Sponge)	149											
P02589	reviewed	TNNC2_PELLE	Troponin C, skeletal muscle		Pelophylax lessonae (Pool frog) (Rana lessonae)	162											
P02594	reviewed	CALM_ELEEL	Calmodulin (CaM)	calm	Electrophorus electricus (Electric eel) (Gymnotus electricus)	149										8005.ENSEEEP00000006926;	
P02597	reviewed	CALMS_CHICK	Calmodulin, striated muscle	CCM1	Gallus gallus (Chicken)	149										9031.ENSGALP00000039444;	
P02613	reviewed	MLR_PATSP	Myosin regulatory light chain (EDTA light chain)		Patinopecten sp. (Scallop)	153											
P02614	reviewed	PRVB_GRAGE	Parvalbumin beta		Graptemys geographica (Common map turtle) (Testudo geographica)	108											
P02615	reviewed	PRVB_BOACO	Parvalbumin beta		Boa constrictor (Boa)	109											
P02616	reviewed	PRVB_AMPME	Parvalbumin beta		Amphiuma means (Salamander) (Two-toed amphiuma)	108											
P02617	reviewed	PRVB_PELLE	Parvalbumin beta (Parvalbumin pI 4.50)		Pelophylax lessonae (Pool frog) (Rana lessonae)	108											
P02618	reviewed	PRVB_CYPCA	Parvalbumin beta		Cyprinus carpio (Common carp)	108					HELIX 8..17; /evidence="ECO:0007829|PDB:4CPV"; HELIX 26..32; /evidence="ECO:0007829|PDB:4CPV"; HELIX 35..37; /evidence="ECO:0007829|PDB:4CPV"; HELIX 40..50; /evidence="ECO:0007829|PDB:4CPV"; HELIX 60..64; /evidence="ECO:0007829|PDB:4CPV"; HELIX 66..69; /evidence="ECO:0007829|PDB:4CPV"; HELIX 79..89; /evidence="ECO:0007829|PDB:4CPV"; HELIX 99..107; /evidence="ECO:0007829|PDB:4CPV"	TURN 3..5; /evidence="ECO:0007829|PDB:4CPV"	STRAND 55..58; /evidence="ECO:0007829|PDB:4CPV"; STRAND 94..97; /evidence="ECO:0007829|PDB:4CPV"				
P02623	reviewed	PRVB_LATCH	Parvalbumin beta		Latimeria chalumnae (Coelacanth)	108										7897.ENSLACP00000003476;	
P02626	reviewed	PRVA_AMPME	Parvalbumin alpha		Amphiuma means (Salamander) (Two-toed amphiuma)	109											
P02627	reviewed	PRVA_PELLE	Parvalbumin alpha (Parvalbumin pI 4.88)		Pelophylax lessonae (Pool frog) (Rana lessonae)	109											
P02629	reviewed	PRVA_LATCH	Parvalbumin alpha		Latimeria chalumnae (Coelacanth)	111										7897.ENSLACP00000004606;	
P02630	reviewed	PRVA_RAJCL	Parvalbumin alpha		Raja clavata (Thornback ray)	109											
P02637	reviewed	SCP_MIZYE	Sarcoplasmic calcium-binding protein (SCP)		Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	176											
P04109	reviewed	SPE1A_STRPU	Calcium-binding protein SPEC 1A	SPEC1	Strongylocentrotus purpuratus (Purple sea urchin)	152	TISSUE SPECIFICITY: Found in cell lineages giving rise to the aboral ectoderm, a squamous epithelium covering the surface of the late stage embryo and larva.							NP_999768.1;		7668.SPU_007452-tr;	
P04110	reviewed	SPE2A_STRPU	Calcium-binding protein SPEC 2A	SPEC2A	Strongylocentrotus purpuratus (Purple sea urchin)	150	TISSUE SPECIFICITY: Found in cell lineages giving rise to the aboral ectoderm, a squamous epithelium covering the surface of the late stage embryo and larva.							NP_001119776.1;		7668.SPU_026687-tr;	
P04111	reviewed	SPE2C_STRPU	Calcium-binding protein SPEC 2C	SPEC2C	Strongylocentrotus purpuratus (Purple sea urchin)	151	TISSUE SPECIFICITY: Found in cell lineages giving rise to the aboral ectoderm, a squamous epithelium covering the surface of the late stage embryo and larva.							NP_999769.1;		7668.SPU_007449-tr;	
P04112	reviewed	MLRB_MIZYE	Myosin regulatory light chain B, smooth adductor muscle		Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	156											
P04113	reviewed	MLRA_MIZYE	Myosin regulatory light chain A, smooth adductor muscle		Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	161											
P04569	reviewed	SCP1_BRALA	Sarcoplasmic calcium-binding proteins I, III, and IV (SCP I, III, IV)		Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	185											
P04570	reviewed	SCP2_BRALA	Sarcoplasmic calcium-binding proteins II, V, VI, and VII (SCP II) (SCP V) (SCP VI) (SCP VII)		Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	185					HELIX 4..17; /evidence="ECO:0007829|PDB:2SAS"; HELIX 28..42; /evidence="ECO:0007829|PDB:2SAS"; HELIX 43..45; /evidence="ECO:0007829|PDB:2SAS"; HELIX 48..69; /evidence="ECO:0007829|PDB:2SAS"; HELIX 79..91; /evidence="ECO:0007829|PDB:2SAS"; HELIX 96..98; /evidence="ECO:0007829|PDB:2SAS"; HELIX 103..114; /evidence="ECO:0007829|PDB:2SAS"; HELIX 124..130; /evidence="ECO:0007829|PDB:2SAS"; HELIX 141..149; /evidence="ECO:0007829|PDB:2SAS"; HELIX 158..170; /evidence="ECO:0007829|PDB:2SAS"; HELIX 176..181; /evidence="ECO:0007829|PDB:2SAS"	TURN 150..153; /evidence="ECO:0007829|PDB:2SAS"	STRAND 23..26; /evidence="ECO:0007829|PDB:2SAS"; STRAND 118..120; /evidence="ECO:0007829|PDB:2SAS"				
P04571	reviewed	SCP_HEDDI	Sarcoplasmic calcium-binding protein (SCP)		Hediste diversicolor (Sandworm) (Nereis diversicolor)	174					HELIX 2..15; /evidence="ECO:0007829|PDB:2SCP"; HELIX 25..38; /evidence="ECO:0007829|PDB:2SCP"; HELIX 45..59; /evidence="ECO:0007829|PDB:2SCP"; HELIX 61..63; /evidence="ECO:0007829|PDB:2SCP"; HELIX 72..82; /evidence="ECO:0007829|PDB:2SCP"; HELIX 86..89; /evidence="ECO:0007829|PDB:2SCP"; HELIX 90..93; /evidence="ECO:0007829|PDB:2SCP"; HELIX 95..103; /evidence="ECO:0007829|PDB:2SCP"; HELIX 113..122; /evidence="ECO:0007829|PDB:2SCP"; HELIX 127..129; /evidence="ECO:0007829|PDB:2SCP"; HELIX 130..137; /evidence="ECO:0007829|PDB:2SCP"; HELIX 147..159; /evidence="ECO:0007829|PDB:2SCP"; HELIX 165..168; /evidence="ECO:0007829|PDB:2SCP"	TURN 64..67; /evidence="ECO:0007829|PDB:2SCP"	STRAND 20..23; /evidence="ECO:0007829|PDB:2SCP"; STRAND 108..112; /evidence="ECO:0007829|PDB:2SCP"; STRAND 142..145; /evidence="ECO:0007829|PDB:2SCP"; STRAND 169..172; /evidence="ECO:0007829|PDB:1Q80"				
