Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane	Beta strand	Helix	Turn	RefSeq	BioGRID	STRING	Tissue specificity
Q54QX0	reviewed	CBPB_DICDI	Calcium-binding protein B	cbpB DDB_G0283533	Dictyostelium discoideum (Social amoeba)	140								XP_639014.1;		44689.DDB0231553;	
Q55C62	reviewed	CBPJ_DICDI	Calcium-binding protein J	cbpJ DDB_G0270210	Dictyostelium discoideum (Social amoeba)	194								XP_646619.1;		44689.DDB0231009;	
Q5BKL9	reviewed	CAB45_XENTR	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	sdf4 cab45	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	360		SUBCELLULAR LOCATION: Golgi apparatus lumen {ECO:0000250|UniProtKB:Q61112}.						NP_001025582.1;XP_012822123.1;XP_017950899.1;		8364.ENSXETP00000011223;	
Q5R4V1	reviewed	CALB1_PONAB	Calbindin	CALB1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	261								NP_001126892.1;		9601.ENSPPYP00000021013;	
Q5R632	reviewed	HPCL1_PONAB	Hippocalcin-like protein 1	HPCAL1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	193		SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P37235}; Lipid-anchor {ECO:0000250|UniProtKB:P37235}.						NP_001126625.1;		9601.ENSPPYP00000014129;	
Q5R844	reviewed	MYL6_PONAB	Myosin light polypeptide 6	MYL6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	151								NP_001126203.1;		9601.ENSPPYP00000005293;	
Q5RAH1	reviewed	NCALD_PONAB	Neurocalcin-delta	NCALD	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	193								NP_001125732.1;		9601.ENSPPYP00000021082;	
Q5RAI6	reviewed	GRAN_PONAB	Grancalcin	GCA	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	218		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P28676}. Cytoplasmic granule membrane {ECO:0000250|UniProtKB:P28676}; Peripheral membrane protein {ECO:0000250|UniProtKB:P28676}; Cytoplasmic side {ECO:0000250|UniProtKB:P28676}. Note=Primarily cytosolic in the absence of calcium or magnesium ions. Relocates to granules and other membranes in response to elevated calcium and magnesium levels. {ECO:0000250|UniProtKB:P28676}.						NP_001127389.1;		9601.ENSPPYP00000014382;	
Q5SND2	reviewed	CML30_ORYSJ	Probable calcium-binding protein CML30 (Calmodulin-like protein 30)	CML30 Os06g0172200 LOC_Os06g07560 OSJNBa0014B15.8	Oryza sativa subsp. japonica (Rice)	236								XP_015641327.1;		4530.OS06T0172200-02;	
Q5U206	reviewed	CALL3_RAT	Calmodulin-like protein 3	Calml3	Rattus norvegicus (Rat)	149								NP_001012054.1;XP_006254270.1;		10116.ENSRNOP00000043121;	
Q5Z676	reviewed	CML29_ORYSJ	Probable calcium-binding protein CML29 (Calmodulin-like protein 29)	CML29 Os06g0691600 LOC_Os06g47640 OsJ_021585 P0532H03.18	Oryza sativa subsp. japonica (Rice)	170								XP_015642984.1;		4530.OS06T0691600-01;	
Q5ZCK5	reviewed	CML16_ORYSJ	Probable calcium-binding protein CML16 (Calmodulin-like protein 16)	CML16 Os01g0135700 LOC_Os01g04330 OsJ_000267 OSJNBa0083M16.46	Oryza sativa subsp. japonica (Rice)	181								XP_015620971.1;		4530.OS01T0135700-01;	
Q5ZD81	reviewed	CML12_ORYSJ	Probable calcium-binding protein CML12 (Calmodulin-like protein 12)	CML12 Os01g0604500 LOC_Os01g41990 P0681B11.28	Oryza sativa subsp. japonica (Rice)	249								XP_015621457.1;XP_015621458.1;XP_015621459.1;XP_015621460.1;		4530.OS01T0604500-01;	
Q628Z2	reviewed	CMC3_CAEBR	Probable calcium-binding mitochondrial carrier CBG00135	CBG00135	Caenorhabditis briggsae	532		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.		TRANSMEM 249..266; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 304..323; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 349..362; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 400..419; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 442..459; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 501..518; /note="Helical; Name=6"; /evidence="ECO:0000255"				XP_002645256.1;		6238.CBG00135;	
Q63ZJ3	reviewed	SEGN_XENLA	Secretagogin	scgn	Xenopus laevis (African clawed frog)	271		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.						NP_001088097.1;			
Q66HC0	reviewed	EFCB3_RAT	EF-hand calcium-binding domain-containing protein 3	Efcab3	Rattus norvegicus (Rat)	432								NP_001013994.1;		10116.ENSRNOP00000008019;	
Q66I73	reviewed	MLRSB_DANRE	Myosin regulatory light chain 2, skeletal muscle isoform B	mylpfb zgc:103639	Danio rerio (Zebrafish) (Brachydanio rerio)	170								NP_001004668.1;		7955.ENSDARP00000023063;	
Q66JA6	reviewed	CAB45_XENLA	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	sdf4 cab45	Xenopus laevis (African clawed frog)	360		SUBCELLULAR LOCATION: Golgi apparatus lumen {ECO:0000250|UniProtKB:Q61112}.						NP_001087611.1;XP_018080052.1;			
Q6BRH9	reviewed	IRS4_DEBHA	Increased rDNA silencing protein 4	IRS4 DEHA2D16236g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	765								XP_459191.2;		4959.XP_459191.2;	
Q6BWS8	reviewed	CANB_DEBHA	Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit)	CNB1 DEHA2B08866g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	174								XP_457341.1;		4959.XP_457341.1;	
Q6DCF6	reviewed	EFCB7_XENLA	EF-hand calcium-binding domain-containing protein 7	efcab7	Xenopus laevis (African clawed frog)	620		SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000250|UniProtKB:Q8VDY4}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8VDY4}; Cytoplasmic side {ECO:0000250|UniProtKB:Q8VDY4}.						NP_001087154.1;			
Q6DCM9	reviewed	HPCL1_XENLA	Hippocalcin-like protein 1	hpcal1	Xenopus laevis (African clawed frog)	193								NP_001087067.1;XP_018117467.1;			
Q6DN52	reviewed	CBPL_DICDI	Calcium-binding protein L	cbpL DDB_G0288785	Dictyostelium discoideum (Social amoeba)	191								XP_636519.1;		44689.DDB0231012;	
Q6F332	reviewed	CALM2_ORYSJ	Calmodulin-2 (CaM-2)	CAM2 CAM Os05g0491100 LOC_Os05g41210 OsJ_018255 OsJ_19025 OSJNBa0088I06.9	Oryza sativa subsp. japonica (Rice)	149								XP_015639161.1;		4530.OS05T0491100-01;	
Q6F334	reviewed	CML9_ORYSJ	Probable calcium-binding protein CML9 (Calmodulin-like protein 9)	CML9 Os05g0491000 LOC_Os05g41200 OsJ_018254 OsJ_19024	Oryza sativa subsp. japonica (Rice)	155								XP_015639158.1;XP_015639160.1;		4530.OS05T0491000-01;	
Q6IT78	reviewed	CALM_CTEID	Calmodulin (CaM)	calm	Ctenopharyngodon idella (Grass carp) (Leuciscus idella)	149											
Q6L4D4	reviewed	CML15_ORYSJ	Probable calcium-binding protein CML15 (Calmodulin-like protein 15)	CML15 Os05g0380900 LOC_Os05g31620 OSJNBa0088M05.6	Oryza sativa subsp. japonica (Rice)	201								XP_015638162.1;		4530.OS05T0380900-01;	
Q6L5F4	reviewed	CML14_ORYSJ	Probable calcium-binding protein CML14 (Calmodulin-like protein 14)	CML14 Os05g0577500 LOC_Os05g50180 OJ1126_B10.8	Oryza sativa subsp. japonica (Rice)	173								XP_015639673.1;		4530.OS05T0577500-01;	
Q6P8Y1	reviewed	CAPSL_MOUSE	Calcyphosin-like protein	Capsl	Mus musculus (Mouse)	208		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.						NP_083617.2;		10090.ENSMUSP00000035663;	
Q6R520	reviewed	CALM_OREMO	Calmodulin (CaM)	calm	Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)	149											
Q6Z2J1	reviewed	CML20_ORYSJ	Probable calcium-binding protein CML20 (Calmodulin-like protein 20)	CML20 Os02g0733500 LOC_Os02g50060 OsJ_008004 P0643A10.34	Oryza sativa subsp. japonica (Rice)	174								XP_015624214.1;		4530.OS02T0733500-01;	
Q71UH5	reviewed	CALM_GLOSP	Calmodulin (CaM)		Globisporangium splendens (Leaf rot fungus) (Pythium splendens)	149											
Q71UH6	reviewed	CALM_PERFV	Calmodulin (CaM)	calm cal1	Perca flavescens (American yellow perch) (Morone flavescens)	149											
Q75LS8	reviewed	FKB9L_HUMAN	Putative FK506-binding protein 9-like protein (FK506-binding protein 9-like protein pseudogene)	FKBP9P1 FKBP9L	Homo sapiens (Human)	142											
Q7F0J0	reviewed	CML13_ORYSJ	Probable calcium-binding protein CML13 (Calmodulin-like protein 13)	CML13 Os07g0618800 LOC_Os07g42660 P0552F09.133 P0560B08.106	Oryza sativa subsp. japonica (Rice)	169								XP_015644996.1;		4530.OS07T0618800-01;	
Q7SY75	reviewed	NCALD_XENLA	Neurocalcin-delta	ncald	Xenopus laevis (African clawed frog)	193								NP_001080751.1;			
Q7T3T2	reviewed	CALM_EPIAK	Calmodulin (CaM)	calm cal1	Epinephelus akaara (Hong Kong grouper) (Serranus akaara)	149											
Q7XHW4	reviewed	CML24_ORYSJ	Probable calcium-binding protein CML24 (Calmodulin-like protein 24)	CML24 Os07g0681400 LOC_Os07g48340 OsJ_024595 OSJNBa0008J01.24	Oryza sativa subsp. japonica (Rice)	197								XP_015645027.1;		4530.OS07T0681400-01;	
Q7Y052	reviewed	CALM_EUPCH	Calmodulin (CaM)		Euphorbia characias (Albanian spurge)	149											
Q80X60	reviewed	EFCB3_MOUSE	EF-hand calcium-binding domain-containing protein 3	Efcab3	Mus musculus (Mouse)	432								NP_001074515.1;XP_006534289.1;		10090.ENSMUSP00000021029;	
Q84MN0	reviewed	CML4_ORYSJ	Calmodulin-like protein 4	CML4 Os03g0743500 LOC_Os03g53200 OsJ_12528 OSJNBb0036F07.4	Oryza sativa subsp. japonica (Rice)	154								XP_015630917.1;		4530.OS03T0743500-02;	
Q84UL5	reviewed	CML32_ORYSJ	Probable calcium-binding protein CML32 (Calmodulin-like protein 32)	CML32 Os08g0144100 LOC_Os08g04890 P0571B09.102 P0665F09.116	Oryza sativa subsp. japonica (Rice)	196								XP_015649587.1;		4530.OS08T0144100-01;	
Q84V36	reviewed	POLC3_CHEAL	Polcalcin Che a 3 (Calcium-binding pollen allergen Che a 3) (allergen Che a 3)		Chenopodium album (Fat-hen)	86					STRAND 25..29; /evidence="ECO:0007829|PDB:2OPO"; STRAND 60..63; /evidence="ECO:0007829|PDB:2OPO"	HELIX 7..20; /evidence="ECO:0007829|PDB:2OPO"; HELIX 30..38; /evidence="ECO:0007829|PDB:2OPO"; HELIX 45..55; /evidence="ECO:0007829|PDB:2OPO"; HELIX 65..74; /evidence="ECO:0007829|PDB:2OPO"; HELIX 79..85; /evidence="ECO:0007829|PDB:2OPO"	TURN 39..42; /evidence="ECO:0007829|PDB:2OPO"; TURN 76..78; /evidence="ECO:0007829|PDB:2OPO"				
Q84VG0	reviewed	CML7_ORYSJ	Probable calcium-binding protein CML7 (Calmodulin-like protein 7)	CML7 Os08g0117400 LOC_Os08g02420 OsJ_024805 P0470F10.20	Oryza sativa subsp. japonica (Rice)	148								XP_015649878.1;	813562;	4530.OS08T0117400-01;	
Q869S9	reviewed	CBPE_DICDI	Calcium-binding protein E (Calcium-binding protein 5)	cbpE cbp5 DDB_G0274099	Dictyostelium discoideum (Social amoeba)	180								XP_644187.1;		44689.DDB0185183;	
Q86A72	reviewed	Y4781_DICDI	Recoverin family protein DDB_G0274781	DDB_G0274781	Dictyostelium discoideum (Social amoeba)	225								XP_643895.1;		44689.DDB0237510;	
Q86IV7	reviewed	CBPK_DICDI	Calcium-binding protein K	cbpK DDB_G0274359	Dictyostelium discoideum (Social amoeba)	192								XP_643889.2;		44689.DDB0237507;	
Q86JE1	reviewed	Y2130_DICDI	Recoverin family protein DDB_G0272130	DDB_G0272130	Dictyostelium discoideum (Social amoeba)	205								XP_645163.1;		44689.DDB0235142;	
Q874T7	reviewed	CANB_KLULC	Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit)	CNB1 KLLA0D02992g	Kluyveromyces lactis (Yeast) (Candida sphaerica)	175								XP_453201.1;		28985.XP_453201.1;	
Q8AY75	reviewed	CALGL_BOTIN	Calglandulin		Bothrops insularis (Golden lancehead) (Lachesis insularis)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom.									TISSUE SPECIFICITY: Expressed by the venom gland. {ECO:0000269|PubMed:12758151}.
Q8BHW6	reviewed	SPT21_MOUSE	Spermatogenesis-associated protein 21	Spata21	Mus musculus (Mouse)	681								NP_808535.1;		10090.ENSMUSP00000053080;	
Q8BUG5	reviewed	CAYP2_MOUSE	Calcyphosin-2 (Calcyphosine-2)	Caps2	Mus musculus (Mouse)	550								NP_001297604.1 [Q8BUG5-1];NP_840062.2;		10090.ENSMUSP00000129887;	
Q8C9R9	reviewed	EFCB8_MOUSE	EF-hand calcium-binding domain-containing protein 8	Efcab8	Mus musculus (Mouse)	203											
Q8L3R2	reviewed	CML41_ARATH	Probable calcium-binding protein CML41 (Calmodulin-like protein 41)	CML41 At3g50770 F18B3.50	Arabidopsis thaliana (Mouse-ear cress)	205								NP_190646.1;	9559;	3702.AT3G50770.1;	
Q8RYJ8	reviewed	CML19_ORYSJ	Putative calcium-binding protein CML19 (Calmodulin-like protein 19)	CML19 Os01g0955500 LOC_Os01g72550 B1139B11.19 OsJ_004700	Oryza sativa subsp. japonica (Rice)	146								XP_015645979.1;		4530.OS01T0955500-00;	
Q8RYJ9	reviewed	CML23_ORYSJ	Putative calcium-binding protein CML23 (Calmodulin-like protein 23)	CML23 Os01g0955400 LOC_Os01g72540 B1139B11.18 OsJ_004699	Oryza sativa subsp. japonica (Rice)	151								XP_015646228.1;		4530.OS01T0955400-00;	
Q8RYK0	reviewed	CML31_ORYSJ	Probable calcium-binding protein CML31 (Calmodulin-like protein 31)	CML31 Os01g0955100 LOC_Os01g72530 B1139B11.15	Oryza sativa subsp. japonica (Rice)	151								XP_015631059.1;		4530.OS01T0955100-01;	
Q8RZB5	reviewed	CML10_ORYSJ	Probable calcium-binding protein CML10 (Calmodulin-like protein 10)	CML10 Os01g0949500 LOC_Os01g72100 B1147A04.18 OsJ_04761	Oryza sativa subsp. japonica (Rice)	185								XP_015622317.1;		4530.OS01T0949500-01;	
Q8S8L9	reviewed	Y2245_ARATH	Uncharacterized TPR repeat-containing protein At2g32450	At2g32450 T32F6.3	Arabidopsis thaliana (Mouse-ear cress)	802								NP_180804.1;	3153;	3702.AT2G32450.1;	
Q8STF0	reviewed	CALM_STRIE	Calmodulin (CaM)		Strongylocentrotus intermedius (Sea urchin)	156											
Q8T6Z0	reviewed	OBL_OBEGE	Obelin (OBL)		Obelia geniculata (Knotted thread hydroid)	195											
Q8VWY6	reviewed	POLC1_TOBAC	Polcalcin Nic t 1 (Calcium-binding pollen allergen Nic t 1) (allergen Nic t 1)	Nict1	Nicotiana tabacum (Common tobacco)	84								XP_016510386.1;		4097.Q8VWY6;	
Q8VWY7	reviewed	POLC2_TOBAC	Polcalcin Nic t 2 (Calcium-binding pollen allergen Nic t 2) (allergen Nic t 2)	Nict2	Nicotiana tabacum (Common tobacco)	86								XP_016434228.1;		4097.Q8VWY7;	
Q8VZ50	reviewed	CML14_ARATH	Probable calcium-binding protein CML14 (Calmodulin-like protein 14)	CML14 At1g62820 F23N19.25	Arabidopsis thaliana (Mouse-ear cress)	148								NP_176470.1;		3702.AT1G62820.1;	
Q8WWF8	reviewed	CAPSL_HUMAN	Calcyphosin-like protein	CAPSL	Homo sapiens (Human)	208		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.						NP_001036090.1;NP_653248.3;	126371;	9606.ENSP00000380524;	
Q8X187	reviewed	CALM_PAXIN	Calmodulin (CaM)	calA	Paxillus involutus (Naked brimcap)	149											
Q90YK7	reviewed	PRVB2_GADCH	Parvalbumin beta-2 (allergen The c 1)		Gadus chalcogrammus (Alaska pollock) (Theragra chalcogramma)	109											
Q90YK8	reviewed	PRVB1_GADCH	Parvalbumin beta-1 (allergen The c 1)		Gadus chalcogrammus (Alaska pollock) (Theragra chalcogramma)	109											
Q90YK9	reviewed	PRVB_GADMO	Parvalbumin beta (allergen Gad m 1)		Gadus morhua (Atlantic cod)	109					STRAND 56..58; /evidence="ECO:0007829|PDB:2MBX"; STRAND 95..97; /evidence="ECO:0007829|PDB:2MBX"	HELIX 9..18; /evidence="ECO:0007829|PDB:2MBX"; HELIX 27..33; /evidence="ECO:0007829|PDB:2MBX"; HELIX 36..38; /evidence="ECO:0007829|PDB:2MBX"; HELIX 41..51; /evidence="ECO:0007829|PDB:2MBX"; HELIX 61..71; /evidence="ECO:0007829|PDB:2MBX"; HELIX 80..90; /evidence="ECO:0007829|PDB:2MBX"; HELIX 100..108; /evidence="ECO:0007829|PDB:2MBX"				8049.ENSGMOP00000004296;	
Q91061	reviewed	S10I_ICTPU	Ictacalcin		Ictalurus punctatus (Channel catfish) (Silurus punctatus)	92								NP_001187203.1;XP_017323574.1;		7998.ENSIPUP00000004927;	TISSUE SPECIFICITY: Abundant in epithelial cells of olfactory rosette, barbel, skin and gill but not brain or muscle.
Q91482	reviewed	PRVB1_SALSA	Parvalbumin beta 1 (Major allergen Sal s 1) (allergen Sal s 1)		Salmo salar (Atlantic salmon)	109								NP_001117190.1;			
Q91WQ9	reviewed	CALL4_MOUSE	Calmodulin-like protein 4 (Calmodulin-related) (CALM-Rel)	Calml4	Mus musculus (Mouse)	153								NP_612177.1 [Q91WQ9-1];XP_006511595.1 [Q91WQ9-3];		10090.ENSMUSP00000034777;	
Q93Z27	reviewed	CML46_ARATH	Probable calcium-binding protein CML46 (Calmodulin-like protein 46)	CML46 At5g39670 MIJ24.140	Arabidopsis thaliana (Mouse-ear cress)	204								NP_568568.1;	19214;	3702.AT5G39670.1;	
Q94726	reviewed	CATR4_PARTE	Caltractin ICL1d (Centrin-4)	Icl1d GSPATT00031615001	Paramecium tetraurelia	181		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Note=ICL, innermost fibrous network of the cortical cytoskeleton. {ECO:0000250}.						XP_001428782.1;		5888.CAK61384;	
Q94743	reviewed	SORCN_SCHJA	Sorcin		Schistosoma japonicum (Blood fluke)	171		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.									
Q948R0	reviewed	CML5_ORYSJ	Calmodulin-like protein 5 (Calmodulin-2) (OsCAM-2)	CML5 Os12g0603800 LOC_Os12g41110 OsJ_035343	Oryza sativa subsp. japonica (Rice)	166								XP_015618906.1;		4530.OS12T0603800-00;	
Q95LL8	reviewed	EFC12_MACFA	EF-hand calcium-binding domain-containing protein 12	EFCAB12 QtsA-20224	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	569								NP_001271567.1;		9541.XP_005571784.1;	
Q95NI4	reviewed	CALM_HALOK	Calmodulin (CaM)		Halichondria okadai (Marine sponge) (Reniera okadai)	149											
Q966Q9	reviewed	CBPH_DICDI	Calcium-binding protein H (Calcium-binding protein 8)	cbpH cbp8 DDB_G0288623	Dictyostelium discoideum (Social amoeba)	165								XP_636625.1;		44689.DDB0191153;	
Q966R0	reviewed	CBPI_DICDI	Calcium-binding protein I (Calcium-binding protein 9)	cbpI cbp9 DDB_G0272827	Dictyostelium discoideum (Social amoeba)	163								XP_644921.1;		44689.DDB0185027;	
Q9AWK2	reviewed	CML11_ORYSJ	Probable calcium-binding protein CML11 (Calmodulin-like protein 11)	CML11 Os01g0505600 LOC_Os01g32120 OsJ_001885 P0436D06.34	Oryza sativa subsp. japonica (Rice)	211								XP_015634896.1;		4530.OS01T0505600-01;	
Q9C8Y1	reviewed	CML23_ARATH	Probable calcium-binding protein CML23 (Calmodulin-like protein 23)	CML23 At1g66400 T27F4.15	Arabidopsis thaliana (Mouse-ear cress)	157								NP_564874.1;		3702.AT1G66400.1;	
Q9C9U8	reviewed	CML26_ARATH	Probable calcium-binding protein CML26 (Calmodulin-like protein 26)	CML26 At1g73630 F25P22.4	Arabidopsis thaliana (Mouse-ear cress)	163								NP_177504.1;		3702.AT1G73630.1;	
Q9D0E5	reviewed	EFC11_MOUSE	EF-hand calcium-binding domain-containing protein 11	Efcab11	Mus musculus (Mouse)	162								NP_084448.1 [Q9D0E5-1];XP_006516446.1 [Q9D0E5-1];XP_011242518.1 [Q9D0E5-2];		10090.ENSMUSP00000044808;	
Q9D3P1	reviewed	TCHL1_MOUSE	Trichohyalin-like protein 1	Tchhl1	Mus musculus (Mouse)	638								NP_082038.2;	214638;	10090.ENSMUSP00000029516;	
Q9D6P8	reviewed	CALL3_MOUSE	Calmodulin-like protein 3	Calml3	Mus musculus (Mouse)	149								NP_081692.1;	214028;	10090.ENSMUSP00000076880;	
Q9D7J7	reviewed	CPNS2_MOUSE	Calpain small subunit 2 (CSS2) (Calcium-dependent protease small subunit 2)	Capns2	Mus musculus (Mouse)	247		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Translocates to the plasma membrane upon calcium binding. {ECO:0000250}.						NP_081388.1;	213517;	10090.ENSMUSP00000100553;	
Q9D9N5	reviewed	CIB4_MOUSE	Calcium and integrin-binding family member 4	Cib4	Mus musculus (Mouse)	185								NP_082759.1;		10090.ENSMUSP00000066222;	TISSUE SPECIFICITY: Expressed weakly in megakaryocytes and endothelial cells. {ECO:0000269|PubMed:18989529}.
Q9FYE4	reviewed	CML50_ARATH	Probable calcium-binding protein CML50 (Calmodulin-like protein 50)	CML50 At5g04170 F21E1.90	Arabidopsis thaliana (Mouse-ear cress)	354								NP_196037.2;	15575;	3702.AT5G04170.1;	
Q9FZ75	reviewed	CML15_ARATH	Probable calcium-binding protein CML15 (Calmodulin-like protein 15)	CML15 At1g18530 F25I16.13	Arabidopsis thaliana (Mouse-ear cress)	157								NP_173288.1;		3702.AT1G18530.1;	
Q9GRJ1	reviewed	CALM_LUMRU	Calmodulin (CaM)		Lumbricus rubellus (Humus earthworm)	149											
Q9GYD9	reviewed	CBP4B_DICDI	Calcium-binding protein 4b	cbpD2 DDB_G0283083	Dictyostelium discoideum (Social amoeba)	162								XP_639251.1;XP_639252.1;			
Q9HFY6	reviewed	CALM_BLAEM	Calmodulin (CaM)	CMD1	Blastocladiella emersonii (Aquatic fungus)	149											
Q9I8V0	reviewed	PRV2_DANRE	Parvalbumin-2 (Parvalbumin beta)	pvalb2 pvalb pvalbl	Danio rerio (Zebrafish) (Brachydanio rerio)	109								NP_571591.1;		7955.ENSDARP00000115580;	
Q9JJF6	reviewed	EFCC1_MOUSE	EF-hand and coiled-coil domain-containing protein 1 (Coiled-coil domain-containing protein 48)	Efcc1 Ccdc48 MNCb-4779	Mus musculus (Mouse)	558								NP_001153169.1 [Q9JJF6-1];XP_017177180.1 [Q9JJF6-1];		10090.ENSMUSP00000138649;	
Q9LE22	reviewed	CML27_ARATH	Probable calcium-binding protein CML27 (Calmodulin-like protein 27)	CML27 At1g18210 T10F20.22 T10O22.19	Arabidopsis thaliana (Mouse-ear cress)	170								NP_173259.1;NP_849686.1;	23640;	3702.AT1G18210.1;	
Q9LF54	reviewed	CML29_ARATH	Probable calcium-binding protein CML29 (Calmodulin-like protein 29)	CML29 At5g17480 K3M16.50	Arabidopsis thaliana (Mouse-ear cress)	83								NP_001318585.1;		3702.AT5G17480.1;	
Q9LF55	reviewed	CML32_ARATH	Probable calcium-binding protein CML32 (Calmodulin-like protein 32)	CML32 At5g17470 K3M16.40	Arabidopsis thaliana (Mouse-ear cress)	146								NP_197249.1;		3702.AT5G17470.1;	
Q9LI84	reviewed	CML16_ARATH	Probable calcium-binding protein CML16 (Calmodulin-like protein 16)	CML16 At3g25600 T5M7.6	Arabidopsis thaliana (Mouse-ear cress)	161								NP_189188.4;		3702.AT3G25600.1;	
